,flop,board_type,0b,1b,2b,profit,flop,max_profit
229,"[13, 5, 4]",two-tone,16,11,8,1.398191415635833,"[13, 5, 4]",1.398191415635833
230,"[13, 5, 3]",two-tone,16,11,8,1.4279595136192895,"[13, 5, 3]",1.4279595136192895
231,"[13, 5, 2]",two-tone,16,11,8,1.4348233895977218,"[13, 5, 2]",1.4348233895977218
232,"[13, 4, 4]",two-tone,16,11,8,1.3467525861831764,"[13, 4, 4]",1.3467525861831764
233,"[13, 4, 3]",two-tone,16,11,8,1.378448654586502,"[13, 4, 3]",1.378448654586502
234,"[13, 4, 2]",two-tone,16,11,8,1.3810090869177758,"[13, 4, 2]",1.3810090869177758
235,"[13, 3, 3]",two-tone,16,11,8,1.4147928520306643,"[13, 3, 3]",1.4147928520306643
236,"[13, 3, 2]",two-tone,16,11,8,1.3949619335937498,"[13, 3, 2]",1.3949619335937498
237,"[13, 2, 2]",two-tone,16,11,8,1.4163841525339418,"[13, 2, 2]",1.4163841525339418
238,"[13, 13, 9]",two-tone,16,11,8,1.3180221102491716,"[13, 13, 9]",1.3180221102491716
239,"[13, 13, 8]",two-tone,16,11,8,1.2559336198639188,"[13, 13, 8]",1.2559336198639188
240,"[13, 13, 7]",two-tone,16,11,8,1.208394189084108,"[13, 13, 7]",1.208394189084108
241,"[13, 13, 6]",two-tone,16,11,8,1.1659012931128272,"[13, 13, 6]",1.1659012931128272
242,"[13, 13, 5]",two-tone,16,11,8,1.1477676320908667,"[13, 13, 5]",1.1477676320908667
243,"[13, 13, 4]",two-tone,16,11,8,1.0564651405775174,"[13, 13, 4]",1.0564651405775174
244,"[13, 13, 3]",two-tone,16,11,8,1.0833331658887604,"[13, 13, 3]",1.0833331658887604
245,"[13, 13, 2]",two-tone,16,11,8,1.0828477884849144,"[13, 13, 2]",1.0828477884849144
246,"[13, 13, 12]",two-tone,16,11,8,1.7595278107587102,"[13, 13, 12]",1.7595278107587102
247,"[13, 13, 11]",two-tone,16,11,8,1.6878383395250922,"[13, 13, 11]",1.6878383395250922
248,"[13, 13, 10]",two-tone,16,11,8,1.594190826271396,"[13, 13, 10]",1.594190826271396
